timestamp,latitude,longitude,speedMps,Calc_deg_servo_1,Calc_deg_servo_2,roll,pitch,yaw,zigzag_yaw,rpm_prop_1,rpm_prop_2,battery_1,battery_2,mode_auto
1782.800,-7.283233,112.799719,3.19,-5.04,-12.57,120.50,159.60,164.25,-11.70,8570,22513,10.48,11.68,3
1782.805,-7.283276,112.798922,2.18,-32.02,2.99,33.28,178.24,166.50,3.78,3858,6448,12.30,11.68,0
1782.810,-7.283137,112.799150,1.82,5.42,-4.46,150.24,117.10,168.75,28.57,10975,6733,10.75,11.62,2
1782.815,-7.283488,112.799327,3.49,1.34,28.75,-49.53,33.84,171.00,27.47,26264,4917,11.64,10.98,3
1782.820,-7.283183,112.798621,2.80,11.78,37.35,-54.84,-57.11,173.25,10.93,27261,28724,10.19,11.81,1
1782.825,-7.282884,112.798657,1.91,-18.49,29.04,-121.99,1.65,175.50,23.91,22430,16543,10.87,11.51,4
1782.830,-7.282960,112.799143,0.17,-2.06,-1.41,104.60,-118.43,177.75,22.95,762,22971,12.07,11.52,4
1782.835,-7.283237,112.799013,2.96,-16.78,-12.84,116.24,-76.65,180.00,28.19,1691,8579,10.37,10.39,1
1782.840,-7.283006,112.799324,3.07,-38.27,17.52,86.44,-26.35,182.25,-29.35,4707,2763,10.45,12.33,1
1782.845,-7.282980,112.798933,2.07,-15.99,-16.40,112.65,-4.17,184.50,8.20,26502,5839,10.32,11.81,1
1782.850,-7.283381,112.798759,2.70,-4.20,9.09,11.60,5.93,186.75,-18.46,1121,20753,10.22,11.18,0
1782.855,-7.283081,112.798574,0.78,-14.22,38.57,-84.42,-99.91,189.00,-15.43,4846,29906,10.37,11.25,4
1782.860,-7.283645,112.798428,0.97,-38.07,-28.47,39.89,146.16,191.25,-27.01,22176,28567,11.91,10.48,3
1782.865,-7.283120,112.798036,2.25,19.98,11.39,99.16,-123.28,193.50,-11.17,22675,8910,10.61,11.67,0
1782.870,-7.283017,112.798519,2.92,-11.35,-37.61,-56.05,175.75,195.75,-15.90,11066,18130,12.14,10.30,0
1782.875,-7.282938,112.798695,2.78,38.72,1.25,139.24,-136.90,198.00,21.61,3260,23482,12.11,10.94,3
1782.880,-7.282832,112.798158,0.03,-27.97,-26.30,34.90,72.85,200.25,19.21,15039,25792,10.01,11.60,0
1782.885,-7.283081,112.798337,1.62,-19.52,12.89,147.64,146.94,202.50,-33.89,21662,15780,12.00,11.40,1
1782.890,-7.283217,112.798041,3.06,-27.64,-4.47,169.02,-85.27,204.75,-6.85,26062,8761,10.13,11.85,0
1782.895,-7.283547,112.798106,1.17,-15.74,32.95,6.24,51.13,207.00,-6.96,7756,9511,12.42,11.08,4
1782.900,-7.283313,112.797961,2.21,-21.73,-1.04,29.90,-91.43,209.25,-14.71,6806,22401,12.13,10.57,1
1782.905,-7.283045,112.797778,3.36,-35.68,31.87,-18.79,121.06,211.50,7.01,19657,9822,12.38,11.26,4
1782.910,-7.283406,112.797726,2.85,-32.51,-1.90,116.94,-80.25,213.75,6.83,9675,20532,10.47,12.29,4
