275.990,-7.283732,112.799011,3.39,26.60,14.23,-17.60,156.85,171.00,26.83,1608.00,4784.60,12.43,12.02,2
276.000,-7.283220,112.798910,0.20,25.65,25.53,102.42,106.72,173.25,-0.16,2677.60,4377.53,10.72,10.16,0
276.010,-7.282833,112.798608,1.99,20.40,23.52,84.93,86.68,175.50,-5.44,3828.29,5521.36,11.37,10.82,2
276.020,-7.282880,112.799083,2.30,2.88,9.24,52.79,168.44,177.75,-6.60,303.99,1051.85,10.70,11.65,0
276.030,-7.283810,112.798674,0.01,-15.33,-35.96,33.27,-101.50,180.00,15.54,270.05,87.81,10.50,10.86,0
276.040,-7.283005,112.799273,3.38,-2.47,14.34,68.04,152.88,182.25,15.14,566.53,2758.64,10.45,11.44,2
276.050,-7.283406,112.798583,1.58,-26.43,8.80,23.07,-70.10,184.50,18.46,5356.86,5606.39,11.46,12.44,2
276.060,-7.283779,112.798683,1.38,-17.96,13.54,-153.65,149.67,186.75,-10.93,895.78,1275.02,12.51,11.34,3
276.070,-7.283742,112.798822,2.86,37.86,-10.96,7.21,83.48,189.00,-15.03,5915.56,4904.82,11.45,10.40,2
276.080,-7.283452,112.798425,1.72,-34.83,-9.65,-32.94,129.09,191.25,-0.87,866.66,5649.80,10.48,10.31,0
276.090,-7.282873,112.798487,1.45,-22.80,17.97,178.25,156.58,193.50,-5.51,820.38,4569.74,12.02,12.09,4
276.100,-7.283094,112.798846,0.82,-37.76,-36.61,-2.15,20.25,195.75,16.33,4484.09,5477.89,10.09,12.29,3
276.110,-7.283786,112.798057,1.26,-30.47,17.39,46.50,-61.64,198.00,8.90,2944.82,4299.51,12.48,12.09,2
276.120,-7.283031,112.798707,2.71,29.38,-20.42,29.45,128.16,200.25,21.70,2908.45,1867.24,11.97,12.10,0
276.130,-7.283033,112.797872,2.35,35.59,-13.83,129.24,-92.10,202.50,34.54,839.45,3138.34,10.06,10.15,0
276.140,-7.283029,112.798421,1.45,25.47,38.71,-51.38,-7.34,204.75,31.20,4547.61,2969.28,10.71,10.52,4
