--- Terminal on COM16 | 115200 8-N-1
--- Available filters and text transformations: debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
194.109,0.000000,0.000000,0.99,0.39,265.33,0.00,0.00
194.209,0.000000,0.000000,0.99,0.33,265.33,0.00,0.00
194.309,0.000000,0.000000,0.57,2.17,265.33,0.00,0.00
194.409,0.000000,0.000000,0.57,0.45,265.33,0.00,0.00
194.509,0.000000,0.000000,1.23,0.39,265.33,0.00,0.00
194.609,0.000000,0.000000,0.87,0.33,265.33,0.00,0.00
194.709,0.000000,0.000000,0.69,0.87,265.33,0.00,0.00
194.809,0.000000,0.000000,0.87,2.17,265.33,0.00,0.00
194.909,0.000000,0.000000,0.75,0.69,265.33,0.00,0.00
195.009,0.000000,0.000000,0.93,0.10,265.33,0.00,0.00
195.109,0.000000,0.000000,0.57,0.45,265.33,0.00,0.00
195.209,0.000000,0.000000,0.57,-0.31,265.33,0.00,0.00
195.309,0.000000,0.000000,1.52,0.69,265.33,0.00,0.00
195.409,0.000000,0.000000,2.12,0.51,265.33,0.00,0.00
195.509,0.000000,0.000000,0.81,0.33,265.33,0.00,0.00
195.609,0.000000,0.000000,1.23,0.63,265.33,0.00,0.00
195.709,0.000000,0.000000,0.57,0.33,265.33,0.00,0.00
195.809,0.000000,0.000000,0.81,0.69,265.33,0.00,0.00
195.909,0.000000,0.000000,0.69,0.10,265.33,0.00,0.00
196.009,0.000000,0.000000,0.81,0.04,265.33,0.00,0.00
196.109,0.000000,0.000000,0.57,-2.51,265.33,0.00,0.00
196.209,0.000000,0.000000,1.29,0.45,265.33,0.00,0.00
196.309,0.000000,0.000000,0.57,3.07,265.33,0.00,0.00
196.409,0.000000,0.000000,1.23,0.10,265.33,0.00,0.00
196.509,0.000000,0.000000,0.21,0.33,265.33,0.00,0.00
196.609,0.000000,0.000000,0.81,0.10,265.33,0.00,0.00
196.709,0.000000,0.000000,0.81,0.45,265.33,0.00,0.00
196.809,0.000000,0.000000,-0.73,0.33,265.33,0.00,0.00
196.909,0.000000,0.000000,0.75,0.75,265.33,0.00,0.00
197.009,0.000000,0.000000,0.87,0.33,265.33,0.00,0.00
197.109,0.000000,0.000000,0.75,-0.07,265.33,0.00,0.00
197.209,0.000000,0.000000,0.81,-0.43,265.33,0.00,0.00
197.309,0.000000,0.000000,1.23,0.33,265.33,0.00,0.00
197.409,0.000000,0.000000,0.45,0.45,265.33,0.00,0.00
197.509,0.000000,0.000000,0.81,0.45,265.33,0.00,0.00
197.609,0.000000,0.000000,0.45,0.63,265.33,0.00,0.00
197.709,0.000000,0.000000,0.81,0.45,265.33,0.00,0.00
197.809,0.000000,0.000000,0.27,0.51,265.33,0.00,0.00
197.909,0.000000,0.000000,0.81,0.33,265.33,0.00,0.00
198.009,0.000000,0.000000,0.99,0.57,265.33,0.00,0.00
198.109,0.000000,0.000000,0.57,0.63,265.33,0.00,0.00
198.209,0.000000,0.000000,1.23,0.51,265.33,0.00,0.00
198.309,0.000000,0.000000,0.99,0.33,265.33,0.00,0.00
198.409,0.000000,0.000000,0.63,0.33,265.33,0.00,0.00
198.509,0.000000,0.000000,0.63,0.33,265.33,0.00,0.00
198.609,0.000000,0.000000,-0.31,0.45,265.33,0.00,0.00
198.709,0.000000,0.000000,0.87,0.10,265.33,0.00,0.00
198.809,0.000000,0.000000,0.57,0.04,265.33,0.00,0.00
198.909,0.000000,0.000000,0.81,0.45,265.33,0.00,0.00
199.009,0.000000,0.000000,0.81,-0.07,265.33,0.00,0.00
199.109,0.000000,0.000000,0.99,0.63,265.33,0.00,0.00
199.209,0.000000,0.000000,0.81,0.10,265.33,0.00,0.00
199.309,0.000000,0.000000,0.99,0.33,265.33,0.00,0.00
199.409,0.000000,0.000000,0.45,0.45,265.33,0.00,0.00
199.509,0.000000,0.000000,0.81,0.63,265.38,0.30,0.49
199.609,0.000000,0.000000,0.45,0.33,265.36,0.00,-0.22
199.709,0.000000,0.000000,0.45,0.63,265.42,2.13,0.60
199.809,0.000000,0.000000,3.37,0.63,265.56,0.36,1.43
199.909,0.000000,0.000000,-0.13,0.33,265.56,1.40,-0.05
200.009,0.000000,0.000000,0.45,0.63,265.67,0.54,1.10
200.109,0.000000,0.000000,0.81,0.63,266.34,6.10,6.70
200.209,0.000000,0.000000,0.87,-0.07,267.00,5.98,6.65
200.309,0.000000,0.000000,0.81,-0.07,266.57,-2.99,-4.28
200.409,0.000000,0.000000,1.23,0.45,268.95,4.63,23.79
200.509,0.000000,0.000000,-0.79,0.69,271.72,14.77,27.69
200.609,0.000000,0.000000,1.29,-0.07,271.37,12.93,-3.46
200.709,0.000000,0.000000,0.81,0.63,271.30,12.08,-0.77
200.809,0.000000,0.000000,0.99,0.33,269.97,-0.79,-13.29
200.909,0.000000,0.000000,0.81,-0.25,271.87,-3.72,19.01
201.009,0.000000,0.000000,0.69,0.69,274.21,0.00,23.40
201.109,0.000000,0.000000,0.99,0.10,274.32,-8.91,1.15
201.209,0.000000,0.000000,1.35,0.39,273.08,-13.06,-12.41
201.309,0.000000,0.000000,1.23,-0.07,268.30,-107.54,-47.79
201.409,0.000000,0.000000,1.17,0.45,260.22,-52.91,-80.86
201.509,0.000000,0.000000,0.87,0.63,259.18,1.28,-10.33
201.609,0.000000,0.000000,0.99,0.69,260.11,24.78,9.23
201.709,0.000000,0.000000,0.99,0.63,260.32,-0.67,2.14
201.809,0.000000,0.000000,0.87,0.69,260.68,8.48,3.63
201.909,0.000000,0.000000,1.35,0.63,262.68,16.23,19.94
202.009,0.000000,0.000000,2.48,0.39,263.52,-33.75,8.40
202.109,0.000000,0.000000,0.93,0.45,260.83,-19.53,-26.92
202.209,0.000000,0.000000,1.23,0.10,260.09,14.52,-7.36
202.309,0.000000,0.000000,0.81,0.45,259.60,11.10,-4.94
202.409,0.000000,0.000000,0.04,0.45,260.27,19.65,6.70
202.509,0.000000,0.000000,0.63,-1.14,259.60,-6.71,-6.65
202.609,0.000000,0.000000,0.99,0.33,259.73,-5.85,1.26
202.709,0.000000,0.000000,0.87,0.51,260.04,-31.43,3.13
202.809,0.000000,0.000000,1.23,0.39,258.92,-101.25,-11.26
202.909,0.000000,0.000000,0.63,0.63,257.44,-16.47,-14.78
203.009,0.000000,0.000000,0.99,0.45,260.29,72.50,28.51
203.109,0.000000,0.000000,0.81,0.69,261.35,24.35,10.66
203.209,0.000000,0.000000,0.87,0.63,260.32,64.14,-10.38
203.309,0.000000,0.000000,0.57,0.63,263.21,-12.26,28.89
203.409,0.000000,0.000000,0.75,0.51,263.55,-10.86,3.41
203.509,0.000000,0.000000,0.99,0.33,261.83,-22.09,-17.14
203.609,0.000000,0.000000,0.45,0.69,261.07,-24.23,-7.64
203.709,0.000000,0.000000,0.57,-0.31,259.51,-58.77,-15.55
203.809,0.000000,0.000000,0.45,0.10,259.45,75.31,-0.60
203.909,0.000000,0.000000,0.87,0.69,262.44,49.86,29.88
204.009,0.000000,0.000000,0.75,0.33,265.47,60.42,30.32
