828.570,-7.280718,112.796455,1.92,-21.33,-39.84,20.83,113.21,301.50,15.00,3165.77,2782.18,11.32,11.05,1
828.580,-7.280194,112.796448,2.51,35.56,0.82,31.19,1.79,303.75,-14.53,1657.44,220.30,10.31,10.60,3
828.590,-7.280578,112.797229,0.89,-13.48,-21.57,35.77,56.81,306.00,-22.10,1670.06,4982.55,10.85,10.52,0
828.600,-7.280388,112.796586,1.09,-23.98,37.81,113.12,-142.19,308.25,5.95,3125.31,5433.91,11.58,10.63,4
828.610,-7.279751,112.797450,2.42,35.84,-27.55,79.44,-159.35,310.50,-30.10,369.08,4839.41,12.37,11.58,2
828.620,-7.279456,112.797430,0.37,-11.50,21.12,16.15,163.33,312.75,-31.12,5263.46,2131.93,10.60,10.63,1
828.630,-7.279840,112.797408,0.29,23.22,22.49,-25.12,13.54,315.00,25.05,2171.92,4522.09,11.72,10.96,2
828.640,-7.280212,112.797319,1.75,9.17,-33.79,3.10,-132.80,317.25,-7.88,2153.38,229.46,11.04,10.09,0
828.650,-7.279553,112.797781,2.62,31.54,29.13,88.20,92.53,319.50,32.22,1724.19,2780.34,11.34,10.22,1
828.660,-7.279331,112.797132,0.77,-14.52,26.76,32.85,95.98,321.75,-9.86,220.19,3772.65,11.34,11.64,1
828.670,-7.279158,112.797105,0.47,15.44,-8.16,147.60,10.58,324.00,4.36,5115.48,3681.94,12.22,12.14,2
828.680,-7.279325,112.797398,3.41,-35.69,-8.75,-171.12,-118.57,326.25,6.52,177.17,3621.70,11.96,12.34,0
828.690,-7.279584,112.797185,2.12,-15.84,-10.06,-56.57,-9.69,328.50,30.82,4919.70,1813.82,12.07,11.68,2
828.700,-7.279071,112.797389,1.48,33.32,10.49,-131.89,61.36,330.75,29.25,1677.49,1562.80,11.35,11.84,1
828.710,-7.279213,112.797868,2.74,-17.94,-13.86,119.84,168.52,333.00,-21.77,3317.64,3510.61,12.08,12.45,3
828.720,-7.279409,112.797988,2.22,21.60,-20.57,-144.91,-123.30,335.25,33.66,3378.24,4265.62,12.02,11.94,2
828.730,-7.279054,112.797925,0.67,23.46,-29.10,-110.00,173.34,337.50,20.75,909.57,3268.45,10.02,10.55,4
828.740,-7.279440,112.798342,3.23,-25.05,-9.54,74.97,174.75,339.75,32.58,2721.26,5634.98,10.37,10.22,1
828.750,-7.278941,112.797733,3.25,1.77,-20.79,-91.41,110.23,342.00,-16.72,1111.68,3574.09,12.12,10.48,0
828.760,-7.278969,112.798061,2.16,-34.16,25.47,-93.99,-51.06,344.25,25.22,3540.99,2288.97,12.56,11.26,4
828.770,-7.279134,112.798449,0.11,34.40,2.86,-60.43,37.57,346.50,-13.65,1027.34,4248.65,11.63,11.45,0
828.780,-7.278759,112.798646,0.03,19.90,0.01,-11.81,-141.51,348.75,-19.24,5667.41,1885.20,12.01,10.14,2
828.790,-7.278663,112.798113,1.87,-3.21,33.44,-123.13,-67.30,351.00,-17.58,5186.37,1399.08,10.40,10.66,1
828.800,-7.279258,112.798605,1.37,-27.39,-24.10,21.64,157.90,353.25,-3.82,4069.21,5897.17,10.46,10.48,4
828.810,-7.278571,112.798900,1.40,12.04,-1.62,25.11,68.56,355.50,23.44,3854.89,5026.65,10.48,10.82,0
828.820,-7.278794,112.798605,0.98,-34.51,18.15,71.83,-77.82,357.75,17.36,5789.54,3755.25,11.73,11.48,2
828.830,-7.280835,112.798794,1.50,11.24,-31.43,-145.93,134.58,0.00,11.53,2789.42,2655.82,12.19,10.55,4
828.840,-7.280176,112.798921,0.94,14.93,-3.44,52.81,58.26,2.25,7.60,5978.91,421.86,11.59,11.32,1
828.850,-7.280602,112.799326,0.61,-16.32,14.59,-169.53,111.25,4.50,13.45,2028.10,5261.68,11.94,12.13,0
828.860,-7.280226,112.799322,2.41,-34.71,30.92,158.11,135.67,6.75,-18.31,4883.26,5259.63,11.73,11.60,3
828.870,-7.280548,112.799219,1.78,2.45,30.55,55.29,76.94,9.00,8.12,5130.40,2015.06,12.17,12.55,3
828.880,-7.280232,112.798851,1.21,-33.31,-0.58,-116.74,-74.05,11.25,13.68,781.07,3686.76,10.09,11.00,0
828.890,-7.280675,112.799231,1.94,-25.46,27.11,-3.36,-129.37,13.50,-6.69,2028.33,5145.36,12.17,12.25,1
828.900,-7.280736,112.798825,2.53,35.41,-34.02,-38.72,-56.61,15.75,7.19,2805.45,4604.32,12.10,10.85,0
828.910,-7.280495,112.799440,3.38,-2.16,39.72,100.00,92.20,18.00,25.98,5276.94,1438.87,11.22,10.85,2
828.920,-7.280857,112.799419,2.64,6.10,-35.70,-156.94,172.85,20.25,-0.53,1280.33,5530.14,10.41,12.02,1
828.930,-7.280147,112.799569,2.00,6.08,30.14,-179.73,-27.74,22.50,14.34,6.13,3510.05,11.99,12.55,2
828.940,-7.280406,112.799455,0.02,25.03,29.19,138.01,134.19,24.75,14.72,5813.72,2954.40,10.95,12.09,4
828.950,-7.280370,112.799648,0.99,21.60,-22.58,0.55,91.38,27.00,-1.70,771.29,3692.62,12.30,10.60,0
828.960,-7.280478,112.798958,1.05,-38.47,-25.18,110.99,-148.62,29.25,13.63,3889.05,5490.40,11.64,12.22,2
828.970,-7.280998,112.799547,2.44,12.72,-7.51,-1.85,-130.39,31.50,-6.46,1193.55,5073.20,11.75,12.45,1
828.980,-7.280351,112.799399,1.96,-20.12,-2.14,90.26,-108.79,33.75,-33.26,2681.64,4979.58,11.64,11.62,1
828.990,-7.280237,112.799497,3.48,-33.85,-34.42,-121.47,45.90,36.00,-32.21,3926.78,3288.53,10.01,12.42,2
829.000,-7.280112,112.799297,2.27,29.09,-26.91,35.14,104.77,38.25,10.10,307.97,297.48,12.52,10.39,4
829.010,-7.280207,112.799430,2.17,31.68,-30.84,73.66,71.04,40.50,17.23,1015.22,63.67,10.54,12.12,2
829.020,-7.280250,112.799601,0.01,39.88,9.58,-102.91,-105.78,42.75,0.03,5128.33,3703.31,12.51,10.31,3
829.030,-7.281139,112.799691,0.73,16.70,-15.24,-130.21,8.22,45.00,-29.37,2288.01,3888.30,12.36,12.06,3
829.040,-7.280357,112.799730,0.93,-17.88,-17.66,63.94,-97.80,47.25,-26.59,1638.01,3852.74,10.11,11.69,1
829.050,-7.280562,112.799842,2.78,11.37,32.11,-82.84,49.37,49.50,25.34,2376.22,4829.27,11.75,10.91,0
829.060,-7.280555,112.799768,0.17,-12.93,-3.19,-151.63,-142.97,51.75,21.83,3131.28,4294.31,11.16,10.19,2
829.070,-7.280283,112.799917,1.34,1.31,35.31,50.35,-98.15,54.00,31.03,2103.11,3579.32,12.58,10.51,0
829.080,-7.281175,112.800122,0.88,28.13,-4.94,-107.57,-24.89,56.25,28.26,4322.73,3815.41,11.44,10.24,3
829.090,-7.280824,112.799916,0.41,3.88,20.89,-80.93,-52.87,58.50,9.60,5457.87,5209.00,11.48,10.65,1
829.100,-7.280769,112.800172,0.62,35.66,-23.92,-152.46,-36.22,60.75,9.71,1594.93,4174.27,12.29,12.29,0
829.110,-7.281030,112.799630,0.77,-1.62,5.55,-44.29,25.52,63.00,-34.13,3799.05,2510.56,11.97,10.89,4
829.120,-7.280930,112.800076,2.58,0.78,-1.54,135.18,144.57,65.25,-17.59,5336.17,1638.27,11.41,10.16,1
829.130,-7.281222,112.800383,0.02,-20.80,-31.86,15.38,169.52,67.50,20.89,1444.98,2732.07,10.35,11.58,2
829.140,-7.280670,112.799727,0.19,10.87,-11.69,-85.10,168.19,69.75,10.92,5721.77,480.87,10.42,10.87,2
829.150,-7.280974,112.800459,0.22,-28.00,8.46,69.77,-156.05,72.00,34.60,3739.78,1533.56,11.02,12.15,3
829.160,-7.280924,112.800471,2.37,-14.21,-0.38,-168.69,32.99,74.25,-18.65,3261.70,5657.14,10.38,10.37,0
829.170,-7.281076,112.799894,2.33,11.73,-36.25,-170.59,92.70,76.50,12.11,3274.75,5020.49,10.04,11.78,4
829.180,-7.281302,112.800586,0.44,14.27,-6.01,-52.17,-46.37,78.75,-30.14,4600.20,4754.93,10.38,10.55,2
829.190,-7.281489,112.800307,2.89,2.36,38.43,-4.77,-77.75,81.00,-17.87,62.32,1495.86,10.29,11.30,4
829.200,-7.280983,112.800165,1.10,-32.35,13.36,-119.21,-64.51,83.25,-3.97,2478.87,4224.75,10.25,10.07,0
829.210,-7.280973,112.799805,1.03,-33.19,-24.15,-40.40,-142.06,85.50,15.34,3756.19,1425.35,12.47,11.51,1
829.220,-7.281310,112.800261,1.96,-21.49,-4.84,-88.79,81.86,87.75,-23.83,3950.44,3662.37,10.65,10.43,3
829.230,-7.281411,112.800751,2.23,11.72,-20.23,175.70,-45.37,90.00,21.83,29.49,5931.80,12.40,10.45,4
829.240,-7.281212,112.800463,2.50,37.66,7.31,76.75,-126.43,92.25,10.90,4206.45,4990.02,11.80,12.51,1
829.250,-7.281355,112.800766,0.04,11.91,-35.64,-64.02,17.13,94.50,31.15,266.21,855.49,11.31,12.16,4
829.260,-7.281273,112.800560,1.04,3.74,20.67,86.73,157.28,96.75,-17.79,2547.86,4269.73,11.71,11.17,2
829.270,-7.282076,112.800281,1.70,-37.20,-5.37,-62.93,-83.58,99.00,-26.98,3799.39,4851.13,11.49,12.51,1
829.280,-7.282001,112.800546,0.86,-29.22,-5.51,-39.03,-23.55,101.25,-15.43,5782.58,3049.08,12.29,10.99,2
829.290,-7.282254,112.800753,1.76,-3.61,-13.57,-21.91,-93.68,103.50,-33.15,5973.20,4573.62,12.16,10.22,0
829.300,-7.282285,112.800254,0.12,20.55,-25.83,1.99,-73.39,105.75,-29.47,4980.24,753.95,10.21,12.03,2
829.310,-7.281480,112.800625,3.50,22.79,-1.86,86.28,-21.47,108.00,1.54,3963.74,2486.77,10.78,10.99,2
829.320,-7.282006,112.799873,1.79,18.45,30.67,42.63,-135.51,110.25,-21.50,4007.11,229.32,10.12,11.78,2
829.330,-7.282045,112.800032,3.43,-20.51,35.76,-53.98,-76.07,112.50,-20.73,5091.69,1294.55,11.15,11.02,3
829.340,-7.281991,112.800071,2.12,-27.68,-31.89,-166.43,-78.10,114.75,24.80,1489.66,1733.58,11.73,10.62,4
829.350,-7.282146,112.800112,0.13,-23.42,35.24,45.70,-6.37,117.00,-3.21,159.76,4506.77,11.44,12.33,4
