timestamp,latitude,longitude,speedMps,Calc_deg_servo_1,Calc_deg_servo_2,roll,pitch,yaw,zigzag_yaw,rpm_prop_1,rpm_prop_2,battery_1,battery_2,mode_auto
1938.155,-7.282884,112.797375,2.00,3.62,25.54,-68.12,-86.69,234.00,10.28,25566,24436,10.75,10.38,4
1938.160,-7.283024,112.796754,2.29,21.02,-16.29,-120.14,152.47,236.25,11.71,17203,495,11.21,10.72,0
1938.165,-7.282763,112.796660,2.69,-5.98,38.31,-122.29,-99.39,238.50,19.99,2248,26521,10.58,10.46,3
1938.170,-7.282121,112.796791,1.09,-22.27,25.26,-81.30,-37.84,240.75,-31.62,22353,556,10.04,10.44,4
1938.175,-7.282510,112.797311,2.78,39.95,24.37,-42.67,161.24,243.00,34.94,17224,14448,11.53,10.61,1
1938.180,-7.281991,112.797405,1.68,-27.90,34.37,121.75,144.16,245.25,-1.34,22515,8796,11.54,10.05,3
1938.185,-7.282220,112.797290,0.87,-36.77,-25.32,151.60,-87.07,247.50,-28.87,10296,6935,10.79,10.55,2
1938.190,-7.282723,112.796649,3.36,27.05,-22.20,-145.02,-46.51,249.75,-22.51,17460,3295,10.41,10.53,1
1938.195,-7.281820,112.797120,2.07,27.49,24.39,-131.83,141.64,252.00,17.51,23780,7468,10.62,10.49,2
1938.200,-7.281638,112.797008,0.22,-11.01,25.35,47.21,-123.40,254.25,-12.81,3070,24604,12.49,11.63,3
1938.205,-7.281929,112.796581,3.02,22.61,34.25,-61.65,86.41,256.50,34.35,15543,18755,12.47,12.37,3
1938.210,-7.282170,112.797089,0.22,18.88,18.78,-14.96,-77.42,258.75,30.35,16201,7706,12.29,10.89,1
1938.215,-7.281945,112.797060,1.65,-30.27,-11.91,34.04,21.75,261.00,9.31,14244,24206,11.54,11.50,3
1938.220,-7.281519,112.796356,2.09,-37.05,20.77,-123.12,113.04,263.25,-7.11,23800,17511,12.44,10.68,1
1938.225,-7.281625,112.796418,1.03,17.85,7.24,-96.15,95.30,265.50,-5.58,9620,17844,10.98,12.28,0
1938.230,-7.281618,112.796670,3.09,34.37,-24.97,176.59,161.11,267.75,-2.89,21189,2820,10.34,10.20,4
1938.235,-7.281467,112.796955,2.65,-14.79,2.37,77.11,50.23,270.00,-34.18,10827,24360,10.37,10.84,2
1938.240,-7.281755,112.796321,1.19,-34.36,35.34,-36.24,-162.31,272.25,13.69,6411,9970,11.98,11.97,1
1938.245,-7.281052,112.796554,0.18,-28.51,-25.47,-85.88,-4.73,274.50,19.08,28147,6770,11.38,10.49,1
1938.250,-7.281588,112.797102,2.68,-35.54,3.95,50.83,-65.96,276.75,8.72,29427,24029,10.01,11.41,4
1938.255,-7.281072,112.797081,0.95,22.66,13.62,-6.16,28.78,279.00,-30.88,27929,17575,10.20,11.03,1
1938.260,-7.281380,112.796441,0.96,-7.91,11.25,-8.03,94.73,281.25,-14.38,5243,11295,12.43,10.58,0
1938.265,-7.281265,112.796848,2.21,-22.39,-8.99,83.34,166.96,283.50,15.61,24146,897,11.56,11.67,1
1938.270,-7.281004,112.797095,1.55,29.31,7.64,-86.92,-109.56,285.75,32.04,2926,21720,11.17,12.02,0
1938.275,-7.280754,112.796269,2.70,22.41,-8.68,20.61,-159.26,288.00,-19.26,9590,25584,11.61,10.43,3
1938.280,-7.280442,112.796260,0.65,-0.28,-8.07,157.65,-3.05,290.25,-0.74,1490,4328,10.26,11.08,0
1938.285,-7.280676,112.796333,1.33,14.97,34.54,-43.94,84.74,292.50,29.87,3781,16050,11.47,12.03,3
1938.290,-7.280370,112.796772,1.37,-7.68,-9.45,66.48,-43.93,294.75,3.41,6945,995,11.36,11.23,2
1938.295,-7.280245,112.797200,0.84,-19.25,-19.88,-23.57,-5.74,297.00,-7.31,24076,16992,10.44,11.65,0
1938.300,-7.280547,112.797106,2.32,-20.18,-21.05,-156.09,175.24,299.25,19.92,9720,8269,12.10,11.75,3
1938.305,-7.280724,112.797071,1.39,-6.39,10.11,1.17,109.30,301.50,17.08,7025,3247,11.57,12.46,0
1938.310,-7.280331,112.797076,3.19,21.66,21.82,-60.80,-127.20,303.75,-25.69,24918,26753,10.95,11.38,3
1938.315,-7.280159,112.796869,0.71,39.85,29.47,-74.60,-174.93,306.00,26.86,5025,21564,11.61,11.38,1
1938.320,-7.279575,112.796861,3.50,20.06,8.56,-0.94,-77.19,308.25,9.00,3359,12325,10.41,11.48,0
1938.325,-7.280104,112.797223,2.06,-7.16,-2.17,69.53,-83.54,310.50,-3.33,18366,27521,10.28,10.35,3
1938.330,-7.279716,112.797284,0.09,-8.06,5.93,-116.62,18.69,312.75,28.83,26335,19296,11.77,10.89,2
1938.335,-7.279816,112.797677,2.34,-39.25,38.19,-115.78,-123.76,315.00,21.83,5876,5920,10.40,10.83,0
1938.340,-7.279550,112.797672,0.49,34.86,10.47,72.93,139.74,317.25,-21.26,11737,18350,12.30,10.66,0
1938.345,-7.279987,112.797643,1.92,14.54,-9.62,-125.83,62.05,319.50,-2.91,22049,295,11.31,10.19,1
1938.350,-7.280042,112.797749,1.75,-13.34,28.84,-29.92,137.57,321.75,-4.31,11604,9978,12.29,11.91,4
1938.355,-7.279072,112.797274,2.27,-12.89,30.03,30.69,19.50,324.00,20.81,19175,19596,12.17,11.19,2
1938.360,-7.279433,112.797970,0.29,14.16,-20.32,-85.72,54.90,326.25,-15.79,7373,26281,11.21,11.33,3
1938.365,-7.279308,112.797164,2.73,-7.10,6.18,26.46,100.45,-326.86,30.96,26489,28079,12.00,10.61,4
1938.370,-7.279759,112.797386,0.48,-17.17,-11.32,-33.86,-170.26,-324.61,29.62,13949,2629,11.04,11.74,3
1938.375,-7.279216,112.797884,3.11,-37.08,-8.48,45.69,-10.64,-322.36,16.08,21125,28598,12.35,10.88,1
1938.380,-7.279599,112.797821,1.45,3.65,20.67,-38.75,4.40,-320.11,21.40,4860,6701,11.95,10.27,2
1938.385,-7.279569,112.798250,1.74,-8.37,-39.72,-126.50,158.99,-317.86,-33.09,6798,5713,10.68,10.20,4
1938.390,-7.279388,112.797901,2.19,-29.63,1.60,134.70,-162.62,-315.61,-32.81,2264,7180,11.50,10.19,0
1938.395,-7.278646,112.798399,1.06,35.51,20.19,-84.11,144.49,-313.36,-10.69,4434,3905,10.35,11.13,2
1938.400,-7.279398,112.798371,2.56,2.51,-22.96,72.81,-170.81,-311.11,-0.78,3716,27050,11.74,12.06,2
1938.405,-7.279443,112.797805,2.13,37.65,28.79,-22.24,101.12,-308.86,-7.76,369,11836,10.88,10.10,0
1938.410,-7.279377,112.798010,2.86,11.97,-35.62,100.93,148.07,-306.61,-4.66,25711,29383,12.12,10.85,3
1938.415,-7.279314,112.798357,1.51,-6.27,-12.62,105.30,-161.88,-304.36,-5.01,26945,24762,11.93,11.12,3
1938.420,-7.279324,112.798611,3.48,37.29,-12.62,109.94,168.83,-302.11,-12.37,3300,1876,10.83,11.41,3
1938.425,-7.279394,112.798663,0.73,-39.88,-14.14,-150.98,-1.03,-299.86,-17.19,24911,1471,12.13,10.70,0
1938.430,-7.278450,112.799058,0.27,16.47,18.46,-113.30,-37.16,-297.61,-26.34,23437,864,11.42,11.62,1
1938.435,-7.280193,112.799044,1.88,-20.90,-28.73,-51.37,109.47,0.00,26.61,29443,21416,12.35,12.33,0
1938.440,-7.280860,112.798950,1.06,-31.05,38.83,140.43,-149.09,2.25,-32.55,18227,6386,11.03,10.28,3
1938.445,-7.280231,112.798564,1.25,36.08,23.17,28.16,-77.27,4.50,15.22,26628,17495,10.53,10.56,4
1938.450,-7.280749,112.798566,1.33,32.98,15.93,-23.65,45.36,6.75,4.01,29588,21114,10.45,10.91,2
1938.455,-7.280252,112.798571,0.06,-34.52,-30.33,149.57,-51.15,9.00,-20.61,12928,2567,10.43,10.04,3
1938.460,-7.280587,112.799200,0.75,-32.65,24.00,-176.89,79.14,11.25,-0.22,27210,27693,11.39,10.47,4
1938.465,-7.280954,112.799356,0.85,37.54,1.04,22.64,-57.22,13.50,15.36,29271,1221,11.22,12.08,3
1938.470,-7.280697,112.799560,2.31,-13.75,-12.38,-66.48,76.85,15.75,19.63,15906,4658,11.95,10.23,4
1938.475,-7.280629,112.799183,0.81,-24.58,-11.20,-94.95,-140.41,18.00,28.27,6455,13787,11.11,10.25,4
1938.480,-7.280545,112.798966,1.40,-4.13,-12.51,-42.75,-137.93,20.25,16.42,14519,7666,12.01,11.53,1
1938.485,-7.280863,112.799659,3.31,23.36,4.23,-169.23,-61.94,22.50,-23.23,29693,5962,10.69,11.20,1
1938.490,-7.280511,112.799319,0.38,34.50,9.94,-24.90,-124.93,24.75,6.29,12938,13155,12.49,12.57,0
1938.495,-7.280189,112.799454,0.67,-35.94,-30.85,-144.42,-134.67,27.00,21.20,4495,19964,10.17,10.42,4
1938.500,-7.280510,112.799186,2.80,-36.57,24.75,152.69,88.46,29.25,-29.11,17646,26461,10.19,12.04,4
1938.505,-7.280751,112.799411,0.29,-7.74,8.74,-161.42,116.74,31.50,-5.50,22142,25612,12.39,10.39,0
1938.510,-7.280906,112.799718,0.90,2.67,0.03,175.14,163.74,33.75,-27.13,23807,16030,10.36,10.60,0
1938.515,-7.280901,112.799235,1.07,20.09,-14.32,143.16,150.53,36.00,1.15,22240,9736,11.40,12.12,4
1938.520,-7.280495,112.800022,0.56,-2.92,-16.86,43.91,92.10,38.25,17.57,10883,19337,11.74,10.50,0
1938.525,-7.280922,112.799260,2.51,19.75,33.71,176.25,149.21,40.50,-0.19,2392,13006,11.16,12.55,1
1938.530,-7.280872,112.800042,3.24,-18.81,35.15,168.23,-164.76,42.75,23.42,26474,17232,11.85,12.15,3
1938.535,-7.280882,112.799732,2.38,28.96,6.26,136.45,125.43,45.00,26.33,1642,10796,12.31,11.97,0
1938.540,-7.280315,112.799621,2.91,28.64,-31.14,-174.47,114.45,47.25,-27.27,21748,23765,11.89,10.82,1
1938.545,-7.280878,112.800140,0.23,2.93,-23.89,165.13,-4.70,49.50,1.72,27947,13387,12.26,10.48,3
1938.550,-7.280326,112.799549,2.59,27.61,-7.22,48.40,129.83,51.75,-23.40,23026,17429,11.71,10.84,2
1938.555,-7.280902,112.799493,1.88,-30.80,33.07,-144.13,-48.38,54.00,-23.57,460,15642,11.14,11.61,1
1938.560,-7.281214,112.799590,1.13,9.23,28.09,124.02,22.94,56.25,30.26,18949,24777,10.99,12.32,2
1938.565,-7.281098,112.800277,1.53,-33.88,28.04,-144.00,108.69,58.50,-10.47,20332,11613,12.55,12.28,2
1938.570,-7.280977,112.799757,2.29,35.88,-28.51,42.70,-28.36,60.75,15.87,19306,10468,12.10,12.32,4
1938.575,-7.281393,112.800342,0.24,31.79,-9.35,-57.89,-116.77,63.00,-2.85,20115,12134,11.54,11.51,4
1938.580,-7.281327,112.800180,1.98,-3.73,-5.94,-58.98,-113.83,65.25,12.64,5084,125,10.88,10.81,4
1938.585,-7.281190,112.800537,2.81,8.13,21.79,-87.37,-49.19,67.50,9.23,21638,27500,11.54,12.58,4
1938.590,-7.280780,112.800320,0.73,0.39,34.92,73.81,-137.51,69.75,7.60,7359,3783,10.22,11.47,0
1938.595,-7.281191,112.800431,1.03,13.13,-23.99,88.21,-53.38,72.00,-7.47,661,19904,10.73,11.29,0
1938.600,-7.280906,112.800286,0.77,34.31,11.39,-73.10,-170.07,74.25,-34.23,23153,25561,10.26,11.88,2
1938.605,-7.281180,112.800631,3.06,-1.86,37.49,-121.19,115.55,76.50,-29.06,8239,3171,12.34,10.67,4
1938.610,-7.280759,112.800589,0.34,-3.59,-24.04,-20.24,9.37,78.75,-15.65,4850,7777,11.03,11.97,3
1938.615,-7.281097,112.800412,1.60,1.31,31.97,113.03,78.69,81.00,7.86,13114,24260,12.41,12.15,0
1938.620,-7.281115,112.800445,2.94,29.57,-13.00,60.47,55.65,83.25,19.87,10578,6855,12.01,11.00,0
1938.625,-7.281017,112.800097,1.30,31.67,-9.79,-162.60,67.00,85.50,14.27,5014,24166,11.89,10.93,2
1938.630,-7.281410,112.799967,2.02,11.59,-20.21,-77.07,-26.46,87.75,-27.92,12748,2202,12.54,11.87,0
1938.635,-7.281257,112.800579,2.09,-3.81,-38.11,-5.67,162.01,90.00,-9.43,28019,24481,12.58,12.25,4
1938.640,-7.281566,112.799826,2.42,-10.17,-4.55,-151.76,72.85,92.25,21.77,25623,12424,11.78,12.22,1
1938.645,-7.281312,112.800302,0.41,21.20,22.94,-119.91,-148.51,94.50,27.54,10380,12205,10.86,11.53,2
1938.650,-7.281200,112.800779,1.85,39.14,26.92,8.50,-175.31,96.75,-31.79,22378,11019,12.45,10.71,1
1938.655,-7.281491,112.800099,0.29,18.59,37.35,-163.30,10.81,99.00,-26.93,6409,19088,10.43,10.36,0
1938.660,-7.281718,112.800376,0.35,-9.34,1.19,-117.05,-164.74,101.25,-16.53,14580,26453,10.69,11.88,0
1938.665,-7.281879,112.800063,0.66,17.28,2.52,50.38,164.22,103.50,-10.52,13908,3937,11.05,12.32,0
1938.670,-7.281652,112.800053,0.73,-31.78,-22.50,44.68,-130.10,105.75,-5.37,1565,3029,12.12,11.34,3
1938.675,-7.281992,112.800655,1.89,22.25,20.26,120.61,131.92,108.00,-10.14,20317,16786,11.22,12.38,1
1938.680,-7.282437,112.800794,2.10,-31.55,-1.69,157.14,126.54,110.25,-10.31,2022,10559,10.48,10.37,1
1938.685,-7.282058,112.800216,1.18,-39.55,-5.92,-146.69,-103.10,112.50,28.58,3057,7222,11.75,11.44,2
1938.690,-7.282417,112.799974,0.43,18.83,-30.94,-140.45,121.72,114.75,27.19,13583,3063,10.93,10.96,0
1938.695,-7.281908,112.799939,0.11,5.97,-19.75,-58.42,-106.97,117.00,-1.69,15178,18028,11.08,11.93,0
1938.700,-7.282671,112.800556,2.14,19.44,-11.49,113.55,45.53,119.25,31.57,16478,23093,10.22,10.67,2
1938.705,-7.281867,112.799998,2.79,-0.81,18.57,177.25,111.44,121.50,-7.62,23072,16941,11.53,10.43,4
1938.710,-7.282104,112.799851,3.14,32.77,7.49,-175.63,-86.81,123.75,-11.87,24240,6246,11.81,10.42,0
1938.715,-7.282562,112.800147,1.87,-11.57,4.57,-119.54,84.54,126.00,14.82,24583,22312,10.36,12.59,2
1938.720,-7.282017,112.799716,3.39,27.39,18.60,162.12,-31.34,128.25,8.78,14327,6889,11.81,11.46,1
1938.725,-7.282955,112.800418,0.11,15.93,15.44,5.28,-19.73,130.50,-22.16,29208,2459,12.54,10.97,4
1938.730,-7.282712,112.799722,0.66,-10.30,36.50,120.72,-1.90,132.75,-34.94,23353,5917,10.54,10.11,4
1938.735,-7.282568,112.799583,2.42,33.63,-21.04,-120.80,81.31,135.00,-5.25,9327,18128,11.26,12.13,0
1938.740,-7.282338,112.799680,1.41,-12.94,30.42,135.63,-92.25,137.25,24.95,14253,8259,10.69,10.38,3
1938.745,-7.282916,112.800325,0.07,-33.73,24.87,-136.32,-38.66,139.50,5.45,14990,29620,12.50,10.36,1
1938.750,-7.282290,112.799608,3.30,20.94,-23.65,-40.66,-169.03,141.75,13.16,15361,8084,10.04,10.75,4
1938.755,-7.282837,112.799407,0.11,-11.89,30.43,-95.98,138.76,144.00,19.23,4541,6053,10.18,10.86,3
1938.760,-7.283041,112.799831,1.87,-3.27,4.64,57.31,-37.18,146.25,-34.60,23699,29890,10.74,10.42,4
1938.765,-7.282970,112.799424,0.15,17.12,-38.37,156.51,131.10,148.50,-4.67,20280,6816,10.08,10.78,2
1938.770,-7.283149,112.799394,0.48,6.08,-18.21,-77.09,117.77,150.75,-25.01,1532,24090,10.51,11.81,0
1938.775,-7.283274,112.799261,1.37,18.34,-23.00,-124.87,167.06,153.00,-23.07,29484,4827,10.03,11.20,4
1938.780,-7.283252,112.799563,0.58,0.22,-26.80,-145.66,9.72,155.25,4.80,15063,4667,10.74,12.22,2
