6250.100,-7.283022,112.797528,1.79,-12.42,20.73,53.25,110.85,227.25,10.06,752.72,1904.07,11.57,10.17,1
6250.200,-7.283284,112.797712,3.14,-0.43,20.50,98.63,-171.03,229.50,19.69,510.72,4765.14,11.82,11.47,2
6250.300,-7.282538,112.797192,0.60,0.05,24.34,-51.69,-13.92,231.75,0.10,3886.35,5370.83,11.27,10.17,2
6250.400,-7.282392,112.796766,2.63,5.72,-21.06,-82.99,6.38,234.00,27.40,3000.72,3960.06,10.21,12.25,1
6250.500,-7.282859,112.797300,3.48,10.09,9.27,-162.87,31.26,236.25,11.90,5463.14,3517.59,10.22,12.14,0
6250.600,-7.282451,112.797257,2.56,29.10,24.95,-52.64,84.33,238.50,33.91,1328.51,2722.77,11.25,11.60,1
6250.700,-7.282382,112.796903,2.91,-13.10,-3.81,-145.97,-169.91,240.75,15.10,996.08,5496.38,12.49,10.57,0
6250.800,-7.282586,112.796722,2.26,-9.55,22.38,-50.49,-104.35,243.00,1.14,3211.76,3874.45,11.59,11.00,4
6250.900,-7.282210,112.796958,3.46,23.74,-26.77,-57.35,-140.64,245.25,19.96,1891.36,4770.45,11.89,10.58,2
6251.000,-7.282042,112.796792,0.87,-6.62,-5.48,45.76,-77.76,247.50,-17.46,4232.70,1017.17,11.37,10.78,0
6251.100,-7.282132,112.796454,0.83,-16.91,30.22,-25.59,12.95,249.75,3.49,600.81,3468.20,11.28,10.23,0
6251.200,-7.282232,112.796741,2.45,30.95,37.46,108.30,-161.50,252.00,-0.17,2185.81,4133.68,10.90,10.68,1
6251.300,-7.282358,112.796789,0.56,-0.44,1.37,166.50,-100.53,254.25,-7.90,4845.88,2722.23,12.39,10.31,4
6251.400,-7.282404,112.797309,3.20,26.07,-33.82,-169.09,-55.49,256.50,13.15,2838.48,740.04,10.75,10.76,2
6251.500,-7.282022,112.797233,0.16,33.37,10.97,-40.66,-47.09,258.75,15.19,5243.15,3804.23,11.46,12.13,2
6251.600,-7.282140,112.797070,3.36,13.86,-9.10,-24.06,161.65,261.00,-20.84,1838.39,3261.15,10.24,12.31,0
6251.700,-7.281505,112.796875,3.33,5.06,-2.90,-32.83,64.36,263.25,6.25,1458.01,850.96,11.45,12.59,1
6251.800,-7.281455,112.796486,3.48,-13.35,6.79,118.20,35.76,265.50,15.96,1462.07,3986.22,12.02,11.38,0
6251.900,-7.281944,112.796632,2.47,0.27,0.41,-26.40,94.70,267.75,5.04,4951.91,3740.46,10.66,10.88,1
6252.000,-7.281018,112.796423,2.80,-20.83,38.76,-98.12,-49.86,270.00,20.18,3040.77,930.65,11.02,10.24,2
6252.100,-7.281852,112.796780,2.31,-38.07,-33.25,-69.79,26.29,272.25,32.60,960.79,3908.19,12.07,10.90,4
6252.200,-7.280829,112.797080,3.38,13.45,17.88,-49.17,-85.15,274.50,14.25,1613.72,3066.85,10.88,10.50,2
6252.300,-7.280737,112.797140,2.55,-29.55,-13.11,-64.21,55.01,276.75,-22.19,2302.44,1909.60,11.26,10.76,4
6252.400,-7.281616,112.796885,1.70,-4.41,18.44,-44.13,-131.25,279.00,-22.90,5629.79,727.61,11.85,11.74,2
6252.500,-7.281353,112.796582,1.16,0.73,18.69,-168.07,145.29,281.25,18.62,5626.55,3489.86,11.90,12.32,1
6252.600,-7.280551,112.796966,0.77,-21.01,-30.29,157.48,157.05,283.50,1.19,2407.40,1511.59,10.41,10.18,3
6252.700,-7.281210,112.796707,1.57,18.06,-2.19,-43.67,162.38,285.75,2.08,4292.68,697.76,10.71,11.71,4
6252.800,-7.280773,112.797123,1.27,9.18,6.06,-70.90,-145.05,288.00,14.71,3602.65,5623.83,11.45,11.13,3
6252.900,-7.280940,112.796324,0.07,-36.79,-5.51,-27.02,173.48,290.25,-9.52,305.51,2837.07,10.40,11.21,3
6253.000,-7.280906,112.797132,0.52,37.54,30.74,-47.61,24.65,292.50,-31.04,1176.09,4860.09,12.31,11.98,1
6253.100,-7.280922,112.796750,0.53,25.21,-39.74,167.51,-84.42,294.75,-27.10,578.54,251.60,11.02,10.84,2
6253.200,-7.280835,112.796492,1.95,20.51,39.59,-29.85,-42.41,297.00,-14.38,1963.78,4146.18,11.44,11.33,2
6253.300,-7.280367,112.797213,2.18,10.27,36.19,29.08,-85.65,299.25,-16.41,4047.30,1016.45,11.32,12.42,4
6253.400,-7.280080,112.797251,2.59,-14.81,18.39,105.45,-166.33,301.50,-21.93,1613.81,3559.75,11.12,11.45,0
6253.500,-7.280367,112.797065,1.38,28.88,-36.72,-128.73,147.30,303.75,-8.40,879.13,3932.06,12.06,12.39,0
6253.600,-7.280601,112.796649,3.28,18.59,-21.70,90.97,-159.84,306.00,-13.14,111.59,2218.24,12.15,11.64,2
6253.700,-7.279890,112.796752,2.73,-24.36,-22.57,-157.51,-106.23,308.25,21.94,1018.99,4610.26,12.01,10.01,2
6253.800,-7.280420,112.797455,2.27,16.36,-35.50,-65.73,-138.07,310.50,26.61,3862.72,4528.91,12.29,11.31,3
6253.900,-7.279940,112.797200,0.72,11.59,29.79,-103.14,-32.92,312.75,4.75,1830.13,1841.45,10.56,12.29,3
6254.000,-7.279631,112.797405,2.90,25.78,13.72,-12.45,-159.91,315.00,-9.55,4304.19,3622.32,12.07,10.34,3
6254.100,-7.279938,112.797522,1.90,6.76,39.94,53.59,112.82,317.25,10.88,4216.88,3739.41,11.79,12.44,2
