43.050,-7.281630,112.796341,2.03,-28.46,32.86,34.61,54.51,276.75,6.86,1098,1091,206.93,116.95,-10495
-0.000,-793713098971871591521455223018591111048882051022875986871551869719674880.000000,0.000000,-26.16,-10.32,-80.45,-149.95,279.00,-30.61,86.50,1191,18432,111.15,11.92,31457
-0.000,-8776208505954776383488.000000,-286144755853780541715089531455083541768012687252130643664497906281485324115103018868509309741724309011419323837185194516563506950748867858523540866913697162440177948819256455707711157072501084992934398810229605632184154359050026272852476191541468447293285436748888675251584402774437234228349370368.000000,4.22,-94.92,-54.88,281.25,-25.17,253.53,24.74,-18432,-31458,12.53,12.30,20971
0.000,0.000000,0.000000,37.51,-29.20,283.50,1.52,119.89,292.89,11.97,-28836,-2622,11.84,104.97,17800
-7.281,112.796594,0.000000,143.88,285.75,12.90,223.45,40.16,10.46,10.83,-26215,17801,-261.11,-262.15,320
-675841139090637627447366449784458441816517052822057185635946669921480798312601488223273153547520371761319135194606731264.000,0.000000,-0.000000,288.00,18.30,87.92,105.69,11.38,11.64,25.61,17802,8768,-235.93,157.28,-15323
11339322424929813855212239626596309896190979436209533949308697084179040194926568222892801648135131766519507310785547633237773553709887613735313864239966411125050251776765119605278546051610391503999207022498983802958074219977794122303347540197549998609188094721621229568.000,0.000000,14545430854465713780605133575575566580448613809241256317996944523523125725973524523870741935017617361198066024217909582984984310448490742438763804577952003984040905606963830194908356964783631380540533429677920716894699931121293270578102272.000000,-27.91,188.70,178.90,12.44,11.49,314.90,-209.72,25152,-23736,-78.65,178.02,25807
0.000,0.000000,-42194065910515842074961354283843352911952960561214802286390631764853295869580077262589784772617593279109552044032741484470296534352427667434919650335636213112896161685615537771825639652770174798075179173074615094934241708734209596548272692392994812693619966272830701568.000000,156.45,259.65,11.43,10.25,-51.19,-183.51,-314.58,13258,8004,178.03,-86.40,7455
112.797,-738483480156961225168626025699675565758061298767260112893351861159454769983028652206048461013302733960560707036768906843248207122917928670450411512611490131214191970938849197300878148538035991546558548761075624632264357936835839855510671795390451600571351695360.000000,56545994725314546112783438739331440897589475678135773548298283953981048900238884663024991509285107000933848141434221371874359559723422431438551796845427806296356517671515778539809545388032.000000,271.43,11.80,11.71,235.52,-157.29,104.85,178.04,5889,7455,282.24,-140.91,-4416
0.000,-48057431221074546530743704258583061878294245099611633879410214649120824425383371492368858231596643463987200.000000,317043845263456220144067747604184822616257459192910676853316911104.000000,12.40,12.55,-130.55,-131.08,-131.08,178.04,238.72,7454,-20032,-278.43,-203.89,11504
-806219879769033041103311404810461852468528117236242946534865301140679643498817684451179702025267383982610761807352083267481935769034760488885951405799176836241881515520207578980169377283793464785291189694327894826693259071717187632201762774173124287324913278509907968.000,1286371194343503500170613688341496406568506031269910389580031161231204929463707001595892860175990827270705539380623441455970979089712089206296652446083997406615942812176292174763820080272325722385228954910578318466711950260272497300248442377334241166884864.000000,0.000000,12.37,156.20,-104.86,288.35,178.05,-83.84,-211.16,18624,-8421,39.38,74.55,-612
-11988419341643034176595221571837985272350552161263645856134840101321365856284477392436295575374772735883474352169812952492146663201500043832658845670658969804025721087015542058950072756900089962151429995452810521150706882718523243211310775674487391924099481600.000,0.000000,0.000000,-209.90,-78.65,52.42,178.06,77.44,122.31,266.70,3286,2226,74.55,-26.24,23603
-280549015165240012036907659206580363476184018711270383492485153580690119933186031196384486207451565630693125969269642635987797227063888074734057816064.000,12962088060041419011259201025830534231263321798650750215339514590417676759203840.000000,0.000000,-52.43,-183.51,178.06,266.88,-147.88,288.61,74.54,-65,23602,-312.96,-306.46,13120
34.537,12470702365075943411570180096.000000,-17834106481447543693420914922143353414026488435348082828772946493859958044118822227220084838773450791008655516555633503303332755346472530033864666686274612007835069410461676308322882965913960132156570153184214453234151378205388878071839467111336871769011126272.000000,235.92,178.07,-142.72,-29.94,73.89,74.55,109.44,23602,3392,152.70,-4.87,-26112
109439188115411863463400719306228653820570954949180588586159206899213525239067887036308570339804673407963847284844059751003857805242855119694522347950133992596223949668049345844044597538454161449614208663428215891200998565943140895194433213239030897709482208741067923128320.000,0.000000,0.000000,178.08,-140.16,-1.76,-114.51,74.54,-115.84,-205.58,24640,-13056,11.47,236.03,-4367
0.000,0.000000,1287457640856821643276713984.000000,-316.80,-200.59,-134.60,74.54,30.08,160.35,30.81,6912,32497,236.03,-160.64,-11267
87306891325448262428612853468523252416512.000,-1759246885691086890891555707304789529975850739499971745508435098514139868847944038324420353541959875455093367919558891604964593850385272362235953856032783990784.000000,-0.000000,26.40,7.38,74.54,-261.76,-309.40,-1.94,236.02,24588,3058,300.16,-327.68,-3327
64131968403074642470128418832707089082639606761893362925568.000,0.000000,-0.000000,-79.53,74.54,-312.96,-85.12,19.13,236.03,23.68,13828,29444,276.48,92.05,-4678
0.000,-0.000000,0.000000,74.54,40.32,-303.64,5.86,236.03,302.72,-312.32,29746,-12572,130.58,184.23,-21124
0.000,1485528047142442531008020480.000000,0.000000,-133.76,-210.57,29.79,236.03,3.20,-127.99,-214.96,-20733,-3203,-289.29,-174.31,14588
-0.000,-0.000000,0.000000,-252.75,22.64,236.03,-296.32,-148.48,307.10,38.52,1918,26627,-143.60,-284.60,29787
19990383662370959292275570134180954112.000,32496388883617788676554788690624771037077093885887630229376735310519641336937522907541497979310853626874640696234657149934249306452833967802656139446008874692226002492305578627165304695925249867177108697749186825872570368226661615755522787516612608.000000,0.000000,38.60,236.03,-201.60,66.56,-281.71,243.19,66.11,22018,-26011,291.64,154.87,1111
0.000,-0.000000,0.000000,236.03,-42.88,-296.96,-260.97,15.21,5.51,210.55,14137,-24215,-295.68,-40.91,-29436
1683598453428135161873039360.000,0.000000,13862092281360920004738301864266587016256346373418829148441759685942066031712817391349899307579405011261831260481726691453573624542265344.000000,197.76,166.40,235.59,-314.91,-253.54,131.20,6.41,-15090,-11772,-225.34,51.73,4
-20784618613484897343389164065249576596155112381432634037679616674386796701986512921928373962444641496024463043043099110892357343372037191352440957192660812679626917380676261837348169939977134578233431219462302579540216479488582776014519077788353575866253067608880272060974347176797807987440746496.000,-5269168971325726084668894751731935051602193198836908365645780646433858867559737990991143970575214821752885938442568046126380730753908217747965898930322677723169057903537708936762195193393423882357275755036362763037277592067358499880450277219414865281625526607305719316792191807800786318275676995584.000000,0.000000,-97.28,-238.01,-279.10,-270.71,51.48,44.82,-325.21,-17660,772,277.04,220.61,-23593
